snr_db,loss,accuracy,macro_f1,weighted_f1,num_samples,audio_dir
0.0,3.2794858157634734,0.5833333134651184,0.5604284405708313,0.556123673915863,120,data/processed/audio-test/snr_0db
5.0,2.200208830833435,0.6833333373069763,0.6669545769691467,0.6580848693847656,120,data/processed/audio-test/snr_5db
10.0,1.8011544754107793,0.7333333492279053,0.7057607769966125,0.6994781494140625,120,data/processed/audio-test/snr_10db
15.0,1.6370065043369928,0.75,0.7343137264251709,0.7299346327781677,120,data/processed/audio-test/snr_15db
